unit,street,city,state,postal,country,property value,existing mortgage amount
,8409 Ridgeview Lane,Vicksburg,39180,MS ,US,183707875,36552081
42,729 Goldfield Road,Coraopolis,15108,PA ,US,285347961,199426552
257,8476 Mayfield Dr,Woodside,11377,NY ,US,260458889,148000804
508,32 Hilltop Court,Cordova,38016,TN ,US,82559049,63706449
,70 Valley Farms Ave,Blackwood,08012,NJ ,US,95283625,60745763
106,20 Constitution St,Hummelstown,17036,PA ,US,233684170,91410452
641,8988 Shirley Street,Helotes,78023,TX ,US,37620793,14224405
118,9369 Oak Valley St,Clermont,34711,FL ,US,277838834,54191554
,208 Cedar Ave,Altoona,16601,PA ,US,131422366,76419554
,75 2nd St,Bay City,48706,MI ,US,216410256,48067511
,579 Liberty Ave,Vineland,08360,NJ ,US,59665656,29117115
,8 Carpenter St,Hopkinsville,42240,KY ,US,46908896,70563
775,89 Fremont Ave,Deland,32720,FL ,US,13064335,9160790
,750 Fifth Road,Jeffersonville,47130,IN ,US,42553962,23617267
,22 Carpenter Drive,Norcross,30092,GA ,US,118381785,2885664
74,937 Saxon St,Milford,01757,MA ,US,258428157,210215007
279,914 Front Street,Muskego,53150,WI ,US,269958096,195435979
,377 E. Bowman Court,Sewell,08080,NJ ,US,168261616,6405553
745,57 Liberty St,Reisterstown,21136,MD ,US,259766716,62505992
,950 Greenview Lane,Elkridge,21075,MD ,US,69194690,29958561
,940 Mayfield Street,Green Cove Springs,32043,FL ,US,12741092,3772101
,819 Magnolia Road,Waltham,02453,MA ,US,171319583,24941084
174,7295 Harvey Ave,New Rochelle,10801,NY ,US,163486550,112478092
563,8027 Tanglewood Ave,Manahawkin,08050,NJ ,US,118575129,98559973
44,7 School Drive,Crystal Lake,60014,IL ,US,110678330,98597318
330,72 Gregory Lane,North Brunswick,08902,NJ ,US,253309531,89228929
175,91 Snake Hill St,Monroeville,15146,PA ,US,115608154,93968231
,29 Court St,Chillicothe,45601,OH ,US,50433389,10381569
4,109 Olive St,Wellington,33414,FL ,US,226997327,50960755
838,47 Pumpkin Hill Lane,Calumet City,60409,IL ,US,195329035,51269646
,27 West State Ave,Wooster,44691,OH ,US,150647173,79963027
,75 Willow Street,Marlton,08053,NJ ,US,249317310,49179435
,73 Second St,Hernando,38632,MS ,US,87538384,12845399
,9860 Talbot Court,Mchenry,60050,IL ,US,89852775,67139999
181,31 N. Fairway St,New Haven,06511,CT ,US,219954920,151356364
,37 Lake Forest Lane,Freehold,07728,NJ ,US,170642159,4330412
,938 Pendergast Street,Morrisville,19067,PA ,US,137430980,63776778
,5 Adams St,Shelton,06484,CT ,US,248126524,139343366
962,214 Oklahoma St,Carpentersville,60110,IL ,US,181803789,104646355
119,905 Pendergast Lane,Mocksville,27028,NC ,US,283027623,184158429
,564 Hartford St,Dickson,37055,TN ,US,144181461,81602624
679,91 Wilson Ave,Lorton,22079,VA ,US,205295299,54474330
135,54 Vermont Street,Danvers,01923,MA ,US,60491628,12035322
470,498 Essex Dr,Apple Valley,92307,CA ,US,169871165,31921718
326,52 Acacia St,The Villages,32162,FL ,US,219287669,131558382
,8435 Monroe Ave,Burke,22015,VA ,US,173948089,88130441
,8862 Border Ave,Euless,76039,TX ,US,35330273,30976675
713,713 N. Summer St,Honolulu,96815,HI ,US,234989069,140978252
882,101 Roehampton Street,Holbrook,11741,NY ,US,228605311,48381272
819,8 High Rd,Chippewa Falls,54729,WI ,US,13273749,6197137
,6 N. Arnold St,Atwater,95301,CA ,US,117515506,41578173
339,813 Green Hill Street,Paducah,42001,KY ,US,43973655,27467457
,137 Newcastle Street,Bowling Green,42101,KY ,US,108844096,59327927
,705 East Railroad Lane,Morganton,28655,NC ,US,16777181,3953618
851,273 S. Clinton Avenue,South Bend,46614,IN ,US,179340308,133390769
269,165 Jockey Hollow Ave,Asheboro,27205,NC ,US,78567703,9073465
770,939 Bedford Ave,Hicksville,11801,NY ,US,192179423,155033482
107,7868 Taylor Drive,El Dorado,71730,AR ,US,39176238,2928878
,8010 Sierra Dr,Jamaica Plain,02130,MA ,US,253932853,196818985
,8338 Oakwood St,Cranberry Twp,16066,PA ,US,298032592,11971011
649,333 East Shipley Drive,Londonderry,03053,NH ,US,53312218,12363484
,74 Border Drive,Greensburg,15601,PA ,US,163965263,32266651
656,9205 Fairfield Drive,Torrance,90505,CA ,US,58731483,3863851
893,804 Randall Mill Ave,Eau Claire,54701,WI ,US,157047474,32119801
,7530 North Bald Hill Rd,Henderson,42420,KY ,US,133729132,28904219
806,9853 Old Pacific Rd,Dubuque,52001,IA ,US,148296652,100376899
667,11 Livingston Street,Mesa,85203,AZ ,US,86545186,14650507
433,660 Walt Whitman Lane,Rockaway,07866,NJ ,US,136857465,55149952
,21 E. Second Street,Lowell,01851,MA ,US,118387951,85807135
,575 E. Wrangler Dr,Dayton,45420,OH ,US,126135661,75167694
373,51 Lake View Drive,Holyoke,01040,MA ,US,188539801,85744420
27,414 Stillwater Lane,Miamisburg,45342,OH ,US,251327447,194946738
187,68 Trout Drive,Macon,31204,GA ,US,68939230,20448345
801,24 Mulberry Dr,Round Lake,60073,IL ,US,112246610,54602513
,81 Hanover St,Union,07083,NJ ,US,7970913,4340908
827,11 Livingston Street,Mesa,85203,AZ ,US,86545186,14650507
258,65 Homestead Street,Jackson Heights,11372,NY ,US,103361865,40908251
732,407 Beech Street,Upper Darby,19082,PA ,US,207439927,169766867
0,912 Garden St,Vernon Rockville,06066,CT ,US,54924432,5375629
678,9310 Hanover Road,West Springfield,01089,MA ,US,37928948,7171205
,267 Brickell Dr,Latrobe,15650,PA ,US,23805475,1914980
,950 Fifth Ave,Sarasota,34231,FL ,US,17235913,1240801
,22 Airport Rd,Altamonte Springs,32714,FL ,US,173508785,118306438
648,289 Del Monte Dr,Parlin,08859,NJ ,US,153415350,58263201
387,575 School Ave,Fargo,58102,ND ,US,257914858,135204925
12,7776 Fairview Court,Hixson,37343,TN ,US,62995240,3739562
,9249 Race St,Tewksbury,01876,MA ,US,82023959,72271344
,17 East Henry Smith Drive,Chattanooga,37421,TN ,US,96630296,34429922
,200 Lake Forest St,Strongsville,44136,OH ,US,144121166,27092971
,38 Hamilton Street,Wenatchee,98801,WA ,US,94707225,30608782
556,146 Rock Maple Avenue,Brookfield,53045,WI ,US,11368171,4481777
922,73 Addison St,Goshen,46526,IN ,US,261145781,1432773
299,591 Shipley Drive,Port Jefferson Station,11776,NY ,US,6574688,3371289
,620 Indian Spring St,Algonquin,60102,IL ,US,257864610,106548515
738,11 Livingston Street,Mesa,85203,AZ ,US,86545186,14650507
186,301 Berkshire Circle,Silver Spring,20901,MD ,US,193514880,164589681
734,550 Wild Rose Lane,Woburn,01801,MA ,US,252419950,22479631
,3 Devon Drive,Dover,03820,NH ,US,150633363,55940356
,85 Bellevue Street,New Orleans,70115,LA ,US,24128619,1555257
,7012 Pin Oak St,Phillipsburg,08865,NJ ,US,35467215,10906511
,747 Miller Dr,Newburgh,12550,NY ,US,184088773,10790066
498,49 Andover St,San Carlos,94070,CA ,US,69855799,6049537
,504 Smith Road,Allen Park,48101,MI ,US,170875267,32273392
374,8198 Fawn Rd,Niceville,32578,FL ,US,64822604,20797066
563,7561 Blue Spring Street,Columbus,31904,GA ,US,86471883,72186537
,8072 South Shore Ave,North Ridgeville,44039,OH ,US,221714073,38024200
,8045 S. Foxrun Dr,Schaumburg,60193,IL ,US,252465906,124544888
,7471 Argyle St,Cumberland,02864,RI ,US,69339611,43471416
795,8907 Devonshire Street,Hackensack,07601,NJ ,US,105311251,87455511
138,5 Mayfield Rd,Palm Beach Gardens,33410,FL ,US,182294142,134550629
,34 Columbia Avenue,Suwanee,30024,GA ,US,125561978,62207476
,53 Mill Pond St,Newton,07860,NJ ,US,227903230,86882601
,982 Rocky River St,Clemmons,27012,NC ,US,145870671,48489207
654,915 Spruce Drive,Valley Stream,11580,NY ,US,285982317,122528807
,7824 Cleveland Ave,Redford,48239,MI ,US,19444248,13511370
674,970 Crescent Street,Richmond Hill,11418,NY ,US,116250567,96904272
,189 South Oakland St,Union City,07087,NJ ,US,30076656,16260630
631,56 Devon Rd,Falls Church,22041,VA ,US,39335810,13884529
666,441 Oakland Rd,Hattiesburg,39401,MS ,US,131220595,77723319
,902 2nd Dr,Norristown,19401,PA ,US,92401225,78186085
884,9 Maple Dr,Orlando,32806,FL ,US,72109310,51037224
,7705 Rockaway Street,Amityville,11701,NY ,US,272228580,98959895
373,20 Lancaster Road,Cocoa,32927,FL ,US,160933861,2475876
198,992 Madison Dr,Oak Creek,53154,WI ,US,25396773,3792792
,891 West Oakland Ave,Wantagh,11793,NY ,US,125859924,422425
896,7091 Cedar Lane,Doylestown,18901,PA ,US,240538308,91094222
,525 Central Ave,Allentown,18102,PA ,US,227065795,197871092
38,671 Lookout Dr,Thornton,80241,CO ,US,142835305,45852102
917,19 North St,Saratoga Springs,12866,NY ,US,13112521,5701650
,8266 Old York Ave,Fairhope,36532,AL ,US,295450441,187384133
,9844 South Mill Pond St,Macon,31204,GA ,US,210449783,185744751
,598 Evergreen St,Ames,50010,IA ,US,272738332,84817878
,7902 East Catherine Street,North Bergen,07047,NJ ,US,189982597,104308891
638,56 Devon Rd,Falls Church,22041,VA ,US,39335810,13884529
,324 Cobblestone Road,Boca Raton,33428,FL ,US,54444542,16204348
873,427 Trusel Ave,New Castle,16101,PA ,US,220463532,168724721
,130 Redwood Street,Gulfport,39503,MS ,US,29797100,3248547
,7909 Smith St,Port Charlotte,33952,FL ,US,80278250,62342748
,8487 Glendale Ave,Baldwin,11510,NY ,US,117480984,104942293
673,928 Hickory Avenue,Leesburg,20175,VA ,US,51897814,13558778
,19 W. Linda St,Caldwell,07006,NJ ,US,217553308,182890169
523,654 West Goldfield St,San Angelo,76901,TX ,US,295184270,173768255
,862 Coffee St,Anaheim,92806,CA ,US,5967193,894189
93,35 Kirkland Ave,West Hempstead,11552,NY ,US,103589574,11721956
,14 East Woodland St,Naples,34116,FL ,US,272658431,230701095
944,873 North Harvard Drive,Morton Grove,60053,IL ,US,201569236,59280456
125,89 Fremont Ave,Deland,32720,FL ,US,13064335,9160790
,8476 Mayfield Dr,Woodside,11377,NY ,US,260458889,148000804
526,979 Shipley Street,Kingston,12401,NY ,US,80499087,3095029
879,9112 West Locust Ave,Bangor,04401,ME ,US,185923151,88331490
933,68 Ridgewood Dr,Palm Beach Gardens,33410,FL ,US,148426381,76887582
616,8270 East Hawthorne St,Lindenhurst,11757,NY ,US,107659942,12534296
,861 Bow Ridge Dr,Biloxi,39532,MS ,US,158882719,123160660
,707 Shadow Brook Ave,Hackensack,07601,NJ ,US,261528773,135833280
524,8604 Joy Ridge Street,Venice,34293,FL ,US,71720305,14089312
327,28 Lakeshore Lane,Glastonbury,06033,CT ,US,140327579,43974839
763,33 Henry Smith Street,Pewaukee,53072,WI ,US,277226508,184067864
,7141 East Swanson St,Goodlettsville,37072,TN ,US,29397657,348854
488,877 Edgemont Ave,Paducah,42001,KY ,US,105552740,81637308
,8188 Peg Shop St,Harrisonburg,22801,VA ,US,46874356,12666647
,860 East Edgewood St,Wethersfield,06109,CT ,US,249240850,60070752
686,31 Tanglewood Drive,Braintree,02184,MA ,US,164482610,62096469
399,54 Clark St,Menasha,54952,WI ,US,6070578,412083
,93 NE. Wintergreen Street,Hendersonville,28792,NC ,US,80050778,55432767
802,9512 Green Hill Ave,Billings,59101,MT ,US,190302160,153885058
694,2 South Pilgrim Dr,Portage,46368,IN ,US,205059495,94142688
430,952 N. Lincoln Road,Lockport,14094,NY ,US,263651771,224513652
757,9221 Gonzales Rd,Whitehall,18052,PA ,US,295356901,62036851
,8400 North Galvin Lane,Sterling,20164,VA ,US,136471898,96372073
945,9 Pennington St,Portsmouth,23703,VA ,US,133020640,70365009
436,3 Longfellow Lane,Kings Mountain,28086,NC ,US,9577712,5211865
647,7557 La Sierra St,Drexel Hill,19026,PA ,US,164648976,98853053
,492 Evergreen St,Pittsfield,01201,MA ,US,16254922,9459308
918,470 Marsh Court,Wappingers Falls,12590,NY ,US,24328096,5150875
,470 Bay Ave,Collegeville,19426,PA ,US,270919729,100524313
,50 North Peachtree Ave,Lutherville Timonium,21093,MD ,US,2328928,688713
,125 Brandywine Rd,Hermitage,37076,TN ,US,22601958,6991784
79,84 North Hudson Street,Edison,08817,NJ ,US,249383933,14585943
496,8864 Cedarwood Lane,Waterbury,06705,CT ,US,207923974,120315280
,9687 Tailwater St,Holly Springs,27540,NC ,US,216103272,149112577
47,61 Lancaster Street,Minneapolis,55406,MN ,US,134498994,4145237
831,9064 Piper St,East Haven,06512,CT ,US,229414669,59436084
,103 Pleasant St,Methuen,01844,MA ,US,288999009,52510017
791,36 2nd Lane,Savannah,31404,GA ,US,293418058,51087818
,808 Oak Meadow Lane,Kansas City,64151,MO ,US,251993733,142853294
,189 Vernon Road,Oak Ridge,37830,TN ,US,247276280,55942459
578,9221 Gonzales Rd,Whitehall,18052,PA ,US,295356901,62036851
792,85 2nd St,Champaign,61821,IL ,US,6103293,4484023
101,9450 Campfire Street,Pensacola,32503,FL ,US,43525891,32639765
,486 N. 6th Drive,Wilmington,01887,MA ,US,211437679,138889266
774,90 E. Corona St,Grand Island,68801,NE ,US,41640468,17774558
193,8357 South High Point St,Trenton,08610,NJ ,US,67639536,41291810
,822 Theatre Street,Reisterstown,21136,MD ,US,60661686,47453309
381,8531 Addison Drive,East Orange,07017,NJ ,US,29322272,17696223
,397 Pineknoll Court,New Windsor,12553,NY ,US,265017558,17460089
,7159 Spruce Street,Coventry,02816,RI ,US,169288827,104156893
454,299 SE. Queen Ave,Detroit,48205,MI ,US,162815382,70559708
75,8972 Cleveland St,Taylors,29687,SC ,US,179615134,21784450
409,7108 East New Saddle St,Collegeville,19426,PA ,US,238529664,143626227
776,82 N. Beacon St,Branford,06405,CT ,US,292263640,258059238
55,275 Cleveland St,Saint Cloud,56301,MN ,US,284733311,156431124
,7534 Euclid Street,Ravenna,44266,OH ,US,191368206,136455895
368,55 Smoky Hollow Ave,Ballston Spa,12020,NY ,US,27943311,10709794
883,101 Woodsman Court,Neptune,07753,NJ ,US,280878197,187192991
654,78 W. Ocean St,Mahwah,07430,NJ ,US,178958121,16340225
,345 E. Bayport Street,Gastonia,28052,NC ,US,11897504,8584050
,435 Randall Mill St,Pueblo,81001,CO ,US,230814682,148004811
,99 Johnson Court,Wisconsin Rapids,54494,WI ,US,107331136,76570276
,8 Center Lane,Lacey,98503,WA ,US,33445566,8380722
,85 Sunset St,Burlington,01803,MA ,US,283789427,186290779
104,423 Peg Shop St,Bridgeport,06606,CT ,US,264792933,88474720
548,999 Bellevue St,Mansfield,02048,MA ,US,198169975,177734904
799,7736 Hanover Drive,West Deptford,08096,NJ ,US,288776794,98423321
361,73 Addison St,Goshen,46526,IN ,US,261145781,1432773
978,7431 Joy Ridge St,Benton Harbor,49022,MI ,US,7535549,6023903
86,9853 Old Pacific Rd,Dubuque,52001,IA ,US,148296652,100376899
809,336 Rock Maple St,Evanston,60201,IL ,US,27354054,19377988
113,10 Surrey St,Far Rockaway,11691,NY ,US,13298781,11795872
856,558 North Canterbury Drive,Orland Park,60462,IL ,US,112075024,59569669
107,7327 East Ashley St,Lakewood,08701,NJ ,US,231195867,151177217
366,241 Canterbury St,Andover,01810,MA ,US,155431335,63686470
241,7 Tower Drive,Wenatchee,98801,WA ,US,264166186,45203286
546,76 Cross Drive,Springfield Gardens,11413,NY ,US,61446733,46005980
119,3 Sycamore Ave,Cheshire,06410,CT ,US,255001431,164455018
102,388 Pilgrim St,Sacramento,95820,CA ,US,100652962,31761144
699,8880 West Laurel Street,Brentwood,11717,NY ,US,133702999,108751878
816,79 Andover Circle,Bozeman,59715,MT ,US,223782496,69770479
10,7138 Thomas St,Zionsville,46077,IN ,US,114236910,81830992
,7707 Wild Horse Street,Atlanta,30303,GA ,US,89016661,33958358
,572 Henry St,Ankeny,50023,IA ,US,66361129,6779265
,33 2nd Ave,Southampton,18966,PA ,US,251448712,123029522
,65 Oak Valley Ave,Fayetteville,28303,NC ,US,121258050,22206623
520,32 E. Vernon Ave,Franklin,02038,MA ,US,123783931,97725956
453,78 Schoolhouse Street,York,17402,PA ,US,207980377,82601121
,85 South Colonial Dr,Plainfield,07060,NJ ,US,275133607,37013570
986,7 South William Drive,Mokena,60448,IL ,US,245683068,20447380
278,9322 West Bay Avenue,Ashtabula,44004,OH ,US,237023439,170217382
841,14 East Woodland St,Naples,34116,FL ,US,272658431,230701095
781,8701 E. Smith Store Street,Longwood,32779,FL ,US,242285808,3436187
909,45 East Clay St,Norwood,02062,MA ,US,167333676,104166996
34,9588 Arcadia Road,Chesterfield,23832,VA ,US,216030892,26839721
690,116 Vernon Rd,Terre Haute,47802,IN ,US,2424188,886134
,659 Washington Dr,Bradenton,34203,FL ,US,104380451,65313283
,7344 Aspen St,Crofton,21114,MD ,US,244269787,146758569
655,8 Bohemia Ave,Ephrata,17522,PA ,US,140110578,71610803
964,133 East Green Ave,Pittsburgh,15206,PA ,US,80933789,9765620
,733 Marvon Drive,Oak Park,48237,MI ,US,68820545,38280526
556,12 Harvard Rd,Garner,27529,NC ,US,64266957,44119942
269,7494 Bridle St,Williamstown,08094,NJ ,US,179451801,141513116
,99 Dogwood Drive,Westport,06880,CT ,US,187538652,134515042
506,7004 Saxton Rd,Morganton,28655,NC ,US,78512167,20421657
,525 N. Market St,Portland,04103,ME ,US,120144772,36393197
953,8579 Peninsula Ave,Grandville,49418,MI ,US,76326155,18289671
754,672 Rock Creek Rd,Winona,55987,MN ,US,30183017,11665574
694,5 Shady Street,Oakland Gardens,11364,NY ,US,229448851,77225615
258,7666 Willow St,Owings Mills,21117,MD ,US,27152020,532658
,8877 Green Lake Street,Linden,07036,NJ ,US,270893357,169335502
,68 Lawrence Street,San Pablo,94806,CA ,US,18598721,184555
118,518 Johnson Court,Buford,30518,GA ,US,159196431,108437883
,735 Joy Ridge Ave,Waynesboro,17268,PA ,US,207940291,91267146
537,591 Shipley Drive,Port Jefferson Station,11776,NY ,US,6574688,3371289
403,7599 New St,Ponte Vedra Beach,32082,FL ,US,193050903,91540289
268,585 Purple Finch Drive,Glenview,60025,IL ,US,225105719,197908301
974,7108 East New Saddle St,Collegeville,19426,PA ,US,238529664,143626227
,457 NE. Brandywine Drive,Billerica,01821,MA ,US,86673383,55441374
,9504 Railroad Ave,Kings Mountain,28086,NC ,US,45769613,28329782
,7403 Armstrong Street,Westport,06880,CT ,US,224407135,5842641
,54 Applegate Avenue,Venice,34293,FL ,US,245447575,188817301
,7 Walt Whitman Ave,Stevens Point,54481,WI ,US,261607421,176396302
895,527 Lafayette Lane,Oshkosh,54901,WI ,US,169260718,30045835
,9267 Bowman St,Mcdonough,30252,GA ,US,38118550,9677193
,54 Stillwater Court,Dundalk,21222,MD ,US,52612628,33618717
,25 E. Wintergreen Ave,Oklahoma City,73112,OK ,US,124600193,92287751
376,91 South Shirley St,Roswell,30075,GA ,US,120914254,75116679
369,534 E. Lakeshore Ave,Hagerstown,21740,MD ,US,56416007,34194893
290,8002 East Pennsylvania Court,Titusville,32780,FL ,US,109460180,54883117
,7878 Thomas St,Trumbull,06611,CT ,US,199537913,115839022
240,779 Kent St,Akron,44312,OH ,US,160925846,125772090
,735 William Avenue,Miami Gardens,33056,FL ,US,238337880,76838443
354,9588 Arcadia Road,Chesterfield,23832,VA ,US,216030892,26839721
811,5 E. Woodsman Rd,Odenton,21113,MD ,US,146255156,52014953
,9370 Gainsway St,Floral Park,11001,NY ,US,271323468,172829190
768,7599 New St,Ponte Vedra Beach,32082,FL ,US,193050903,91540289
,211 Campfire St,Worcester,01604,MA ,US,176449140,107056046
127,12 Hillside Ave,Malvern,19355,PA ,US,91556324,65288782
,796 W. Greenview St,Manitowoc,54220,WI ,US,289777040,183510441
840,20 Beach Drive,Fuquay Varina,27526,NC ,US,254732497,138337561
265,9371 SW. Park Ave,Champaign,61821,IL ,US,205586687,42712847
,2 North Cedarwood Dr,Chesapeake,23320,VA ,US,97381021,13367314
,4 West Green Lake Dr,Beverly,01915,MA ,US,222519785,120629169
,414 Proctor Street,Satellite Beach,32937,FL ,US,1467717,930279
,76 Lilac Dr,Colonial Heights,23834,VA ,US,1687952,1253771
,524 Nicolls Drive,Auburndale,33823,FL ,US,205287046,179874058
,748 Penn Street,Adrian,49221,MI ,US,262945573,87173367
699,92 San Pablo Street,Andover,01810,MA ,US,19234321,12444433
530,9112 Lake Avenue,Chester,19013,PA ,US,289642439,232562636
,8669 Gulf Road,Pewaukee,53072,WI ,US,85489422,28886039
,7330 Saxon Ave,Vernon Hills,60061,IL ,US,219025790,94688667
722,372 North Pheasant St,Winter Garden,34787,FL ,US,192592846,117334281
,9901 San Pablo St,Winston Salem,27103,NC ,US,96943107,50444386
,92 Lakeshore Ave,Bowie,20715,MD ,US,172022414,108044170
517,116 White Lane,Fort Washington,20744,MD ,US,204322266,170353605
37,66 Woodsman St,Cambridge,02138,MA ,US,54439223,21504782
74,7826 Columbia St,Chelsea,02150,MA ,US,266501747,204722488
,8584 Columbia Street,Middle Village,11379,NY ,US,82220110,56917136
443,7 South William Drive,Mokena,60448,IL ,US,245683068,20447380
,7270 Hanover Drive,Coventry,02816,RI ,US,181577281,22974149
,719 Sherwood Court,Amityville,11701,NY ,US,168730245,54375067
,9674 1st Dr,Missoula,59801,MT ,US,147631380,117020494
,68 Willow St,Asheboro,27205,NC ,US,270218833,33384034
,144 N. Gregory Street,Mentor,44060,OH ,US,195532422,135514402
327,59 New Street,Kansas City,64151,MO ,US,208889761,113445504
,9378 Campfire Street,Oak Park,48237,MI ,US,179192800,54437262
767,50 Logan Avenue,Cottage Grove,55016,MN ,US,66611911,22088032
,7335 Longbranch Dr,Lynn,01902,MA ,US,112442005,85948685
885,79 Oak Meadow Lane,Gallatin,37066,TN ,US,47026965,35091812
487,7796 Chapel Ave,Mountain View,94043,CA ,US,195808246,175678017
,9911 Lantern Drive,Forney,75126,TX ,US,284170884,111385429
